ascii,unicode,collection,pairs,reserved,premium,status,notes,hash,nope,beachfront,description,tier,tier (toptlds),emoji,reserved
symbols,symbols,"design, development, spiritual",,,"abc, alpha, astra, astro, astronomy, laundry, latin, planet, sf, spirit, spiritual, star, tarot, xyz, zodiac",,,fb672d02571e6f3c9b776ab75f1a81bc0b213cf8e237f9562b67333b8fb83bac,,TRUE,,EPIC,EPIC,,
synthote,synthote,write,,,,,,6d50d249765c0703240b9ea1fad0e175a7587ccdc946af35b2534faa55698c1b,,,,DEFAULT,DEFAULT,,
system1,system1,tech,,,,private,,a9b5f863b2c7a363d6404fb015033ec738d3c393193ef21cc7a6499440dd1e08,,,,RARE,DEFAULT,,
xn--system-ula,system¹,tech,,,,private,,3f9d64f213eb92396bf4eb29e195a3429156bd5714a46f96c2b336ac5c67cf0d,,,,DEFAULT,DEFAULT,,
systemctl,systemctl,development,,,,,,0c9fdd16515f22ca60a07a4a78daa421324d18959c281408653415034cf21417,,,,DEFAULT,DEFAULT,,
tachyon,tachyon,science,,,,,,a375000b5f32a4aa1e3eddbb8bc8803d4310b0965732677427bd661ad3d75ab8,,,,RARE,COMMON,,
tadalist,tadalist,&c,,,,,,af7b3e76c13d2239865affd00d748078f97a32518475f0ace23d78d3425511ac,,,,DEFAULT,DEFAULT,,
taiyong,taiyong,deus ex,,,,,,a35ab909d838dccca767eac0eb0de8d153968e52f0372e753dd46022587426f8,,,,DEFAULT,DEFAULT,,
taiyongmedical,taiyongmedical,deus ex,,,,,,7e772e2b3bda67ec695036829e3ddc2ff7ef6203343828680c86774f54e60986,,,,DEFAULT,DEFAULT,,
tasky,tasky,,,,,,,8a043354329063d1a461b1750327e924ee47f06b3ba445347a24b83969b97988,,,,DEFAULT,DEFAULT,,
tdml,tdml,development,,,,private,,79a120536113d1cc72d32203236303eed4ffc9ea6af40f8ab1b00e8b27c91a5d,,,,DEFAULT,COMMON,,
teatimes,teatimes,&c,,,,,,199c3443f5bee1489851a1b21ddcc7e65b71b0631a51909dd14179393dca6f4d,,,,COMMON,RARE,,
teau,teau,&c,,,,,,3401073452950b38d9b181c84d05dc10b1f716990167599cc572bee809535e9d,,,,DEFAULT,DEFAULT,,
technica,technica,tech,,,,,,8a4060e7fcfe0729acb08bcd4c1c1a0019903e660c14ae8d1c949b5679145cc6,,,,COMMON,COMMON,,
technium,technium,,,,,,,d3705003a28743c33b3450f41d0dc4450b912283e0b79e6d6a6a1f9371526fb1,,,,DEFAULT,DEFAULT,,
technobabble,technobabble,tech,jargon,,"activity, group, obscure, pro, tech, technical, techno, trade",,,158acb80e769616849de9ca445a65b35b59273533b806e561dbba4b44898677e,,TRUE,,DEFAULT,DEFAULT,,
telecity,telecity,tech,,,,,,bce1a08283a78e2ac935f844d32806820e81f6ef05c7b670115c1cc278caf8d9,,,,DEFAULT,DEFAULT,,
telephoto,telephoto,photography,,,,,,e58eb289162e1904bad3f68288ffc08ce100a9fdc9be5536776adff09780b283,,TRUE,,COMMON,COMMON,,
tetraverse,tetraverse,,,,,,,8d46644dc05e24958a13ecdc61a600ce4f9e95b611b6d0a254143562ea430f98,,,,DEFAULT,DEFAULT,,
tf-29,tf-29,deus ex,,,,,,63f709852e55f8d703ee9eacd55d604cc615191ce0ac2ec124191afeb44a9f88,,,,DEFAULT,DEFAULT,,
tf29,tf29,deus ex,,,,,,63a493621f93e1c2b971d8436c696ff54c18afbd3f81b5d27ee31e271a40b6f1,,,,DEFAULT,DEFAULT,,
theblackfriday,theblackfriday,shop,thecybermonday,,"sale, sales, shop, shops",,,cc4c7687c033b5accc5e2385624a36a885e4e04855da018c1921d637e6d6a9cb,,TRUE,,DEFAULT,DEFAULT,,
thecompany,thecompany,,,,,,,2a66fd12941cdc90b5ae6f38aaebdc561c2bdc7e35fcab6210d07330e4ebf1ee,,,,DEFAULT,DEFAULT,,
thecybermonday,thecybermonday,shop,theblackfriday,,"sale, sales, shop, shops",,,3ce68953e5773e2aaf3b393e59d9f373d3e63c5dd38e21840a3b02d65c38304b,,TRUE,,DEFAULT,DEFAULT,,
themis,themis,,,,,,,15d654e2a3177acb6e6f5e1f02c53665fdb92d1dbf5325cb572cad1bef7369fc,,,,RARE,COMMON,,
theregistry,theregistry,,,,,,,22c39885dc7a2d3afaaf6b6134921b0f8ef9dbb54d8ef72e7841a23dbc6443fe,,,,DEFAULT,DEFAULT,,
thique,thique,,,,,,,58d9fb5ab89d0027195e9152b18982aab05f1d878235b2eddb249c5b02549324,,TRUE,,DEFAULT,DEFAULT,,
thrust,thrust,generic,,,"best, bottom, deep, fast, hard, hi, high, lo, low, shallow, slow, top, worst",,,a3bfed41105bf46cb7696ab9c58b62d6eb867ed904f42239fdbb12cb810dc7e7,,,,EPIC,COMMON,,
timeslip,timeslip,cosmic,,,,,,911c91ed4094feef4ae27174658e7b1040e50d0001ff1e832b336d4c6e05a196,,,,DEFAULT,DEFAULT,,
tinywin,tinywin,,,,,private,,ea75d3a2ada66a93f022e1c618dd72b00e17a8ec1d5064a2ae207e0d2782de4a,,,,DEFAULT,DEFAULT,,
tinywins,tinywins,,,,,private,,df44dac9072fdd35c253c013505de774b673c99346e5ed2043a5c4a96fceb1e1,,,,DEFAULT,DEFAULT,,
toonsquad,toonsquad,design,,,,,,b3a33d770984564aaebadd082949ae5bb46690794ee689f5281e959621389e18,,,,DEFAULT,DEFAULT,,
transmit,transmit,development,,,"app, apps, csv, doc, docs, document, documents, file, files, ftp, gz, jpeg, jpg, magnet, png, psd, secure, sftp, share, tar, torrent, txt, websocket, ws, zip",,,2221797fd4d4e5e5d96d950b388964af8b66937f6a28deabd57655cdd7a27b72,,TRUE,,EPIC,EPIC,,
truculent,truculent,dictionary,,,,,,b1334a86ef41cd36a5207f0000eb74a6ed3759db035cc5ac6c0253ca0e19a283,,,,COMMON,COMMON,,
trueblue,trueblue,design,,,,,,0bee4e1987302f5463b6e1cf1632bee9f6671630a0938343f773007bdbc70ba5,,,,DEFAULT,RARE,,
u20dd,u20dd,"development,  tech",,,,,,a53c94566f3f8a2a035473e02e1e1a1effa5097ffb8838bcb43938e02899a730,,,,DEFAULT,DEFAULT,,
uberant,uberant,&c,,,,,,41a4d18946f52e22fb14262e99547b5ae5655c69c2c867dd78d86ae35b4bfbc1,,,,COMMON,COMMON,,
uchu,uchu,,uchū,,"alien, cosmic, cosmo, cosmos, outer, space, universe",,,1905dfe684b949dc1a0bd5b5595e3e50e343a50314bc7570b69a56d9be660b06,,TRUE,,COMMON,COMMON,,
xn--uch-70a,uchū,,uchu,,"alien, cosmic, cosmo, cosmos, outer, space, universe",,,5ce9c2395e92f1e97f40d3bc801be4bbd8423b230ae8879f0c06cac97a5a5ff6,,TRUE,,DEFAULT,DEFAULT,,
unamo,unamo,nature,,,,,,27aad945fedfbb9504544895b61eb069e8574aafc77557c975a13b0ee75636a3,,,,COMMON,RARE,,
unatco,unatco,deus ex,,,,,,bbd5ff2ef2e10ce7ea6d289f6a0056c62f082e4185b7f89dc4dada1555215b58,,,,DEFAULT,DEFAULT,,
undernet,undernet,mmbn,uranet,,"alpha, heel, nebula, regal, shun, w3, wily, worldthree",,,88679e9166a5f6ec4981aacef789f46904c4a98e4b408feaccecd468be318393,,TRUE,,DEFAULT,DEFAULT,,
unfakku,unfakku,,,,,—,,5af7abb932c34efaa32cb7f6e10ad44f6cc560736cd6c9506e06ac8b1f84a318,,,,DEFAULT,DEFAULT,,
unfolds,unfolds,&c,,,,,,9382759c82932144922cbc4832e233f2231b16ca5a58eb96818e0702772508f5,,,,COMMON,COMMON,,
unicum,unicum,dictionary,,,,,,6f44ee990298fd488d265f1020f1d18e20bf9921226db73d0f88b692ebdfc67c,,,,COMMON,RARE,,
unilateral,unilateral,&c,,,,,,7960ec3f7b1a71829566e323642c76586f30ed432c5867dbd254a3de181cce3b,,,,DEFAULT,RARE,,
univeige,univeige,cosmic,,,"color, universe",,,6a7d6f9d94376390f20716c061a2934827256457ca24cb8f0587588c71d7ec38,,TRUE,,DEFAULT,DEFAULT,,
unknow,unknow,&c,,,,,,2b5779577e4da6d5c4739c0e880b4b6b77752dfc4c4ac1dd120a4ea26c3103aa,,,,COMMON,COMMON,,
unobtainium,unobtainium,science,,,,,,88e0a6ecd728ecef40d728dd96a5aca65ab7dea644aceacb939dc482c5b19efe,,,,DEFAULT,DEFAULT,,
unsatisfied,unsatisfied,&c,,,,,,190530d5c756eb4bcab686b962ee5e8a351d644f857ba04ade10b2ce88e3446c,,,,DEFAULT,COMMON,,
untangle,untangle,&c,,,,,,3dbfd081a54984bc6912915cde7966d55e8d17d90f4fa49d19d95cfb9f298013,,,,COMMON,COMMON,,
upstand,upstand,dictionary,,,,,,922c5ce2d1debdae72acabdb57019b01e7b2d56ae1f46a7dbdffe0fe095bf79e,,,,DEFAULT,COMMON,,
uranet,uranet,mmbn,undernet,,"alpha, heel, nebula, regal, shun, w3, wily, worldthree",,,5019feb37f263a95578865aca9e546279608e8e45c64186075dfd09e3dddd3e4,,TRUE,,DEFAULT,DEFAULT,,
usenetwork,usenetwork,tech,,,,,,2f9c4772898a83517c706ab84001ef2d321091119a35d7e7dfc00506b10bc014,,TRUE,,DEFAULT,DEFAULT,,
uval,uval,&c,,,,,,6254d4d1fe77790b77073bcc0d3be627a51d6f679e9818538ff1046470ad0ff4,,,,RARE,EPIC,,
uxcam,uxcam,&c,,,,,,3f335feade2a3d69513dfe4fffa6a469fa8e4f17904c30e11b0cf133f8ff917c,,,,DEFAULT,DEFAULT,,
uzy,uzy,&c,,,,,,ae4d207abc303a0953d8f59165c6960bd8f2fa59da46c0344f32658431f301fe,,,,RARE,RARE,,
vaas,vaas,,,,,,,5a3b454fb6bf4453ce9934cdb66cc191328f6d87612be9a49c2ee2d2b279220f,,TRUE,,DEFAULT,COMMON,,
varenoa,varenoa,&c,,,,,,92d62a31f2062dcc9227dd747e064ae91914e6e1b0642b5f2f74f3a13aee451f,,,,DEFAULT,DEFAULT,,
vatikan,vatikan,,,,,,,1fe2265780516ae8d0c384ab0b5e92753bee731450af58f3f34393f695126c70,,,,EPIC,DEFAULT,,
vaudeville,vaudeville,media,,,,,,a86a075a90ecc672fa42a65a1dabc2b0a44d11e8b29ffd28ae16bd2962f00b43,,,,DEFAULT,RARE,,
vellum,vellum,write,,,,,,ec07d77c99422b9ec0baa3f6555808b036d124f5fff6aaf733d68b85cb40befb,,,,COMMON,COMMON,,
vendo,vendo,shop,,,,,,0ed001dd3309d9c3f74c59d1fa393fa301c99a978b42654c4a5fe61a9fa300ef,,TRUE,,DEFAULT,DEFAULT,,
venturous,venturous,&c,,,,,,1228e19a83ba88c1df4807ac3eebd6e64baa612ea249f2b694ecb24f3e51cc90,,,,COMMON,COMMON,,
venturus,venturus,,,,,,,d15bfc6817cb0c3d92074894609d2179bad8b714023679a0c08fc1403ef13afd,,,,DEFAULT,DEFAULT,,
versalife,versalife,,,,,,,2cd8f11730a6c3ae9e6865d8dbcc0f7577747c728720fa234479ad0953a95e4f,,,,DEFAULT,DEFAULT,,
vibra,vibra,&c,,,,,,4879b370ac66572d64d17946d29703732341450b302d2d8da050e7d69deb071a,,,,RARE,DEFAULT,,
viii,viii,&c,,,,,,7cccb91a43670e4165c778f81ab19fb3504ca219fdb8e13ae3b83580461cdf6e,,TRUE,,DEFAULT,RARE,,
voit,voit,&c,,,,,,58b9026e0ef3f87ff2606757bd35242017cfd62cb5115258ef80299d30b7e346,,,,RARE,COMMON,,
voru,voru,&c,,,,,,e47ea838f90b46f2d5a0d23851d6890169055d3741aaae4f525522799d17819f,,,,DEFAULT,COMMON,,
xn--vru-ona,võru,&c,,,,,,dcd88e4a5a51da794c7b51cf1a041fcb46c0db82655b486f56e9cb3d44a44432,,,,DEFAULT,DEFAULT,,
xn--s31h,𝒲,&c,,,,,,2b115c7e3b55872573ad42a2931962e103a1c8719188ce25537ba627cff1be3f,,,,DEFAULT,DEFAULT,,
wagwan,wagwan,culture,,,"culture, greet, greeting, grime, hiphop, jamaica, music",,,e46a13ed91b44dc72998345faf1efc649dd91be6d4ef7ee57955951a60d4f2ac,,,,DEFAULT,DEFAULT,,
waists,waists,&c,,,,,,8d6382398003993bc3d5a3e589b89625880dd59c174fedd2be5be68967ce7ee8,,,,COMMON,COMMON,,
ware,ware,,,,,,,cd99e4a7a3cd00197e8b73f3999c94b2f3f9b7a1154cb0a33fe4ec9f5fc69409,,TRUE,,LEGENDARY,LEGENDARY,,
wassupdoe,wassupdoe,culture,,,,,,57f40d4f554fd928c64bb58c57a9fd6b6b33504019583c5fdac603da04e6181f,,,,DEFAULT,DEFAULT,,
watchful,watchful,,,,,,,529735eb1ff1f94621cf1f2dcbe6112dea4634644449a3d3e468acd02119715a,,,,COMMON,COMMON,,
waveform,waveform,music,,,,,,22b94f236c5ccddb3d2dafe474342adbd3aed594e283156304668334aa28c003,,TRUE,,COMMON,COMMON,,
wayfinder,wayfinder,&c,,,,,,518943d78a207fb645c522d81491af7bc0529f9268bb428f29605d78b706cbf1,,,,DEFAULT,DEFAULT,,
wazu,wazu,,,,,,,dd563b13bf38d638f4d2a36570161f137f70658a12a724a7845eda2e79d065ca,,,,DEFAULT,COMMON,,
webbrowser,webbrowser,tech,webrowser,,,,,7b5c46d7ea572d5285e28e781d2b80e425b7ae67c748921135288a0fc9731ee9,,TRUE,,COMMON,DEFAULT,,
webby,webby,tech,,,"award, awards",,,f33e8df2050b7f0146e76e24433649fb06fe858c47478864d0f5ef97452e6da8,,,,COMMON,COMMON,,
webrowser,webrowser,tech,webbrowser,,,,,00879f63d09271f6f9c4318f7e75343d08f1b39f92993128fa8abd47a9c3137d,,TRUE,,DEFAULT,DEFAULT,,
webscape,webscape,tech,,,"browse, internet, net, surf",,,cbb061eca6ab17fda554fced9625509a5549071fd35d9d6f1499d9b59fb89035,,TRUE,,DEFAULT,DEFAULT,,
websurf,websurf,tech,,,"browse, internet, net",,,c142cf42815c2d7f080012240c99d8e2d46ed5ec5e6b41847fa706fd7ba2c5aa,,TRUE,,DEFAULT,DEFAULT,,
weedcoin,weedcoin,"decentralize, finance",,,,,,6406652272a1c8d993416f21b944da6a91b6a5261ce06ced1f66f904bc0a2d56,,,,DEFAULT,DEFAULT,,
weirdo,weirdo,,,,,,,4ee59bddf7f193ede664eb2d9382360bbbebf4d173d70bd27e84c349db9fcf63,,TRUE,,COMMON,RARE,,
weka,weka,,,,,,,abbd6d16032360798ab7b8d74446fe9adabbdcf45918a48f900176570e27f487,,,,RARE,EPIC,,
weom,weom,"cosmic, fashion, media",,,,private,,8bb4369111ab194cb798ed3df1ac4e41961e4e6bdda6f72e80b2024a2fd04d59,,,,DEFAULT,COMMON,,
xn--wem-tna,weöm,,,,,private,,c138c96f4ee6095a75f58d1f92934a10f08aecd1158f0bb0a43ce81c937fcf44,,,,DEFAULT,DEFAULT,,
whitesail,whitesail,&c,,,,,,c0b984ceaec8f3ba657f349c273897ad19319e32526e43592ca57002372bfda1,,,,DEFAULT,DEFAULT,,
whizbang,whizbang,tech,,,,,,470ebc0882628d44a110143a142f63ce0b18b7d29ba50873cc4eb2fe411ec6e8,,TRUE,,COMMON,COMMON,,
wibbly,wibbly,&c,,,,,,e72635ff2324d6c2c912f9d5137ec4c4c30b540e5521aa2559a88aa03aa86219,,,,DEFAULT,DEFAULT,,
wiesormi,wiesormi,,,,,private,,1427b88796ebf33546e1f345869af40fb1c0f9041a32c0baae33e556dd7c17a9,,,,DEFAULT,DEFAULT,,
wiggly,wiggly,&c,,,,,,a7921bd738385fbed35abcf1a6769967fb0928486156b27426cb580388641b3d,,,,COMMON,COMMON,,
woebegone,woebegone,,,,,,,c745156cb3f1b6b3575ecbbeed1175cb898982a593162c5d37d1fb5e67fb28aa,,TRUE,,COMMON,RARE,,
wordline,wordline,write,,,,,,20a3db8195696ae7c6d2ddab59879b3a6c14bc82f0db52df9ad78dc211f93039,,,,DEFAULT,DEFAULT,,
wordplay,wordplay,"generic, music, write",,,,,,8d82bbbb07401a3ae86fb96f20e839da7db460ac2fb27ea8491861e7533a8ec9,,TRUE,,COMMON,COMMON,,
wrest,wrest,&c,,,,,,fe55e137e3a8f792f184579fa1b9dbc60caa0f929b2a648cc10e29d0784f266c,,,,DEFAULT,COMMON,,
xena,xena,,,,,,,95e21f4799d49c811010eaec1fc5a2901370eb662c50499546cda71566d80944,,,,RARE,EPIC,,
xor,xor,,,,,,,51bf608414ad5726a3c1bec098f77b1b54ffb2787f8d528a74c1d7fde6470ea4,,TRUE,,DEFAULT,RARE,,
xpkg,xpkg,,,,,,,5f095ce004782eb40c0d7f2c2f4bcdc98030f2506f522fea031a487fcb40ca09,,,,DEFAULT,COMMON,,
xra,xra,generic,,,,,,65dec8fb81811f0fe28a1340f868dd4ecbe420d3ffb7b17295edb6dda118d51c,,TRUE,,DEFAULT,RARE,,
xref,xref,development,,,,,,e95f16d1f8b95872a14fcecbe70881e6a6c331738964d58ae703590a056b9f5d,,TRUE,,RARE,RARE,,
yaga,yaga,culture,,,,,,c3d3dadcd29ce87d4b510cd3d36b31b7101e2853ab331910f7dbcba73790b13e,,TRUE,,DEFAULT,COMMON,,
yoink,yoink,"culture, generic",,,,,,bc68d7f0992d487b48fcd0972a551c808c05053868526281661111d0649cc789,,TRUE,,DEFAULT,DEFAULT,,
yuck,yuck,,,,,,,c6bfc5e1e5c418b21a0145bc20612416bf843b9a4a73499768193c7f7c97faaa,,TRUE,,COMMON,RARE,,
yuletide,yuletide,"culture, generic",,,"celebrate, celebration, christ, christmas, come, joy, merry, pagan, saint, santa, season, xmas",,,30ffade044571f63342bd5a9a488e2c83775f43fe3878b645eef656b084b661e,,TRUE,,DEFAULT,RARE,,
zacate,zacate,,,,,,,1bb237238cdacd5f32879ee5bad67e7cde71f2cafdca3927ee26b93324be7a26,,,,RARE,RARE,,
zaddy,zaddy,"culture, mature",,,,,,3aae807fb1cfcd89f6b289591c27c699593e2e853a8892def849ddcbf30517c8,,TRUE,,DEFAULT,DEFAULT,,
zakkyo,zakkyo,,,,,,,384223fd88a8e2c521e5388e5caef73a9dda7efb2d01f10c694d182a24b71d32,,,,DEFAULT,DEFAULT,,
zefo,zefo,&c,,,,,,d205dceef346a022f5477390f67da3b55a9b3a414c08972d2a364f65b95e3d7d,,,,DEFAULT,COMMON,,
zelt,zelt,,,,,,,88dc923e07ac9781249e874194898ca39c2539e3b34bdb4d699c304cc4bbf103,,,,EPIC,COMMON,,
zemora,zemora,&c,,,,,,03bb4ce0633679db6c6a7a6f02716fff11e3bf00fa7090c40a48ec33a46a60b0,,,,RARE,DEFAULT,,
zenbase,zenbase,health,,,,,,6b7bbd694fa9be248fab32ca2666ff1a8307360c2a931457bb1e0fdb666083f0,,,,DEFAULT,DEFAULT,,
zenful,zenful,&c,,,,,,b8c5020030b7c8b59d513842c4ba0110a24ba252e1128db8f1e9e13e29129b7a,,,,DEFAULT,DEFAULT,,
zenid,zenid,,,,,,,7ef2a135bdeeb7c514e08624cb77d30063498448304e5c961af5bd8903b92192,,,,DEFAULT,DEFAULT,,
zenni,zenni,,zenny,,,,,58dd73f8053f9e5d7ea81f1bea658415db917a59e11984ae46f1c0e93f7ca217,,,,DEFAULT,DEFAULT,,
zenny,zenny,mmbn,,,,private,,d39d191a25a2e1ad151a1265f748a61571aaf66220e0b9dbe08c49cb0c91e946,,,,DEFAULT,DEFAULT,,
zeux,zeux,&c,,,"crypto, cryptocurrency, finance",,,8e1864e94c569684fa5fb9bc68648dba6d3b8e25c762f9a4cba9e7f743e31159,,,,DEFAULT,RARE,,
zwl,zwl,&c,,,,,,847a7687c5628abcc062f15dd8cbb74f32b0a2ccde0e526e4005d2827126b147,,,,DEFAULT,RARE,,
xn--jxalpdlp,δοκιμή,&c,,,,,"Greek for ""test""",710e508a54e215b982d277824f723bb3291bae9d73bf77a7c67c5eb2ed3d064c,,,,DEFAULT,DEFAULT,,
xn--code-knd,μcode,,,,,,,bf239cd0f6815257963d58a7a3dd0d3c63bfdbed9f9c01f02d9fceef5cb40529,,,,DEFAULT,DEFAULT,,
xn--rhj,ⲗ,&c,,,,,"not the real lambda…that would be ""xn—wxa""",9a929b58b379934b7e38d9ffabc44cf333774c22994bfd9ac37ee273091203ed,,,,DEFAULT,DEFAULT,,
xn--80aejmyt,авенир,&c,,,,,"Bulgarian for ""avenir""",9fb4df1b2fe26d7c9b3396b6bf975883771e761ac9066d7a3198ca248c8b2abe,,,,DEFAULT,DEFAULT,,
xn--80akhbyknj4f,испытание,&c,,,,,"Russian for ""test""",5aa12775359d9688b2953b5854ff8e83d0223b5448d974a310e6b5d566881218,,,,DEFAULT,DEFAULT,,
xn--e1agdkdhnys,нерухомий,,,,,,"Ukrainian for ""still""",3eff1864cee37fd3236dfba27a7e6feebe494210add7b75a6c43bee28807fccf,,,,DEFAULT,DEFAULT,,
xn--deba0ad,טעסט,&c,,,,,"Yiddish for ""test""",1093cd1a223dabe504f116d4fbec702347a4ef91b9d7ee822791a7feeef9fb2a,,,,DEFAULT,DEFAULT,,
xn--hgbk6aj7f53bba,آزمایشی,&c,,,,,"Persian for ""test""",f9adf05b161b9f217bbfbaccfd6c76997b65e48d9836e7c9785b72b64d1ca87f,,,,DEFAULT,DEFAULT,,
xn--hgbk4agb7ipa,آسانسور,,,,,,"Persian for ""elevator""",e87cfcfa12707503dbe3bd200a6b27419e49a59fae49ba0355ebfa0325a17003,,,,DEFAULT,DEFAULT,,
xn--hgbky0gm,آماده,,,,,,"Persian for ""ready""",4d6d800f29869f610b11c5027633c55c0e41b2b4a7b0afb61862f9a453be885b,,,,DEFAULT,DEFAULT,,
xn--kgbechtv,إختبار,&c,,,,,"Arabic for ""test""",125a02376e14c6789f3a7a6ec20c31517e7ceb5aa354248051ce180a355f0ccb,,,,DEFAULT,DEFAULT,,
xn--mgbg5f,اتم,,,,,,"Persian for ""atom""",45e5371e8ea788dc6c8479904228d225314c872536afa2c9a52a017341addd32,,,,DEFAULT,DEFAULT,,
xn--mgbis,اثر,,,,,,"Persian for ""effect""",7fd1e90fd075d651a8b0169f69a6bd97a16134593999281fb54110e997d45694,,,,DEFAULT,DEFAULT,,
xn--mgbax3gk,ادامه,,,,,,"Persian for ""continuation""",ec31ae2253e374f01cd61028a038e19bae5f6aeb50f45f7b46cffce4e12569b7,,,,DEFAULT,DEFAULT,,
xn--mgbax4b,ادعا,,,,,,"Persian for ""claim""",34174af6a80638e0ec4cb5226a185fbbc5f6d7722bedd6a90cba73d030380328,,,,DEFAULT,DEFAULT,,
xn--lgbba3b8g,ارائه,,,,,,"Persian for ""presentation""",7135103b9313d644b974c1f756a92b526386f70e68aa8b681fb3fa3755bad5d3,,,,DEFAULT,DEFAULT,,
xn--mgbqf59b,اردک,,,,,,"Persian for ""duck""",918da9c84fec528fd2fbe52ebd99b488d44ecf22b5c69bbe084894bc449b7036,,,,DEFAULT,DEFAULT,,
xn--mgbaxh6ie53e,اردوگاه,,,,,,"Persian for ""camp""",a2ac1183f1fb26415a8e20f908803e846a6c5f11beaea52e9da4bde78119f8ad,,,,DEFAULT,DEFAULT,,
xn--mgbaiqx1jm,استخوان,,,,,,"Persian for ""bone""",670e1656a9b48b3345778935ced91b01c46dba14422fec3847d7fe9e7bad26c5,,,,DEFAULT,DEFAULT,,
xn--mgbmr2eq,اسلحه,,,,,,"Persian for ""gun""",bff9c1a17b847cd91ece04b9efb262253cec32091a65d18506524c8cb9527bd9,,,,DEFAULT,DEFAULT,,
xn--mgbach3c1g,اشتباه,,,,,,"Persian for ""mistake""",6884ba68bd6aa7dbd342522efb062de84f8ef0dac17cc45ad8b64bb071ed27f8,,,,DEFAULT,DEFAULT,,
xn--mgby9cvsxc5j,اکسیژن,,,,,,"Persian for ""oxygen""",5125c2909c10ebaec72ff2218ec1c199172d27c31b142a41f378b04b1b6f2852,,,,DEFAULT,DEFAULT,,
xn--mgbmr1ef5a,المسيح,,,,,,"Arabic for ""Jesus""or ""The messiah""",3b7d3e4d2cbfb0e8f23e88ecee140144fb61d44340d95a6592c61d53b3591d27,,,,DEFAULT,DEFAULT,,
xn--mgba7fdfi,المكان,,,,,,"Arabic for ""place""",80195086040221865dd62aba4729ffce33301a3616a8c72c89b9d03052e41cf1,,,,DEFAULT,DEFAULT,,
xn--mgbkp6f56a,انجیر,,,,,,"Persian for ""figs""",95535a0bfc2e375b893d051f2a020a628a89667117d733891916d9959bd65f7b,,,,DEFAULT,DEFAULT,,
xn--mgba9axec81f,انسانی,,,,,,"Persian for ""human""",428d49565044186599a6adc0abbbb79cfd88ed361aee0f644e017249df34d301,,,,DEFAULT,DEFAULT,,
xn--mgbai9a4g21aig,ایستگاه,,,,,,"Persian for ""station""",fdf47d3b4a8516d79ff5f979d5245bad3b9e8571fd6760ca0680de223130febb,,,,DEFAULT,DEFAULT,,
xn--mgbbsn,بخار,,,,,,"Persian for ""steam""",1b5a7821836596b439873ef84fa544b58c1b7dd7cbc387c44b5d03114c58d3bc,,,,DEFAULT,DEFAULT,,
xn--ngbof3g,برده,,,,,,"Persian for ""slave""",3981a94eb1db0706f7476db68f35e568719a96691c6a9a49f97b489dc381c362,,,,DEFAULT,DEFAULT,,
xn--ngbs5c,برق,,,,,,"Persian for ""electricity""",721ca7cea0d072ac496db4cd9a699608430ff587c91ebaaa6d31d3d7ba1815a8,,,,DEFAULT,DEFAULT,,
xn--ngbof8fg,برنده,,,,,,"Persian for ""winner""",9dcb2fce16469c88b6a307de6bf1eb61868fa3d5dc94638f405172fa3793b62f,,,,DEFAULT,DEFAULT,,
xn--ngb0dm20b,بلوک,,,,,,"Persian for ""block""",4e1a619d1c65a4eb1b6d96597a78a17b4c14aadfbd9401b87dd2504ed871277a,,,,DEFAULT,DEFAULT,,
xn--ngb8dqt,بوی,,,,,,"Persian for ""smell""",5930714c0764f0888e18348da700af7fa894efce6526ba751a98472de847fa02,,,,DEFAULT,DEFAULT,,
xn--mgbabb5mz5a,بیابان,,,,,,"Persian for ""desert""",1940edaf291d2e3edc8d84942a11687085ef6b0d20377d0afde7b4b5717a2ef4,,,,DEFAULT,DEFAULT,,
xn--ngb4dvub,بینی,,,,,,"Persian for ""nose""",aea0d71b31c767d84f87ccff7ab4d4d37dc4e6db62eb0d3f2769158ec3111fdf,,,,DEFAULT,DEFAULT,,
xn--mgbce1a89a,پرتاب,,,,,,"Persian for ""throwing""",fc56954c040fe95229aaeb8f129ef930bbdfe696a0ade07ec0e10943b7ea6f46,,,,DEFAULT,DEFAULT,,
xn--pgbr8t,پست,,,,,,"Persian for ""post""",3fc04c53dbc9d77be0ead6599385889aa7a627944a2e640f3ed61e4eb57da482,,,,DEFAULT,DEFAULT,,
xn--ugbh1dh2y,پسوند,,,,,,"Persian for ""suffix""",76a24765299f82b0acdac65650eef076e2173c99c7f1c5e3efdf4a015f9be054,,,,DEFAULT,DEFAULT,,
xn--ngb3de1t,پنبه,,,,,,"Persian for ""cotton""",37b6a9b221a126d3ee0c9afbb95a35ac7ba0a58c892354ca3ee35d196c4d60ee,,,,DEFAULT,DEFAULT,,
xn--ihbb8n,پهن,,,,,,"Persian for ""broad""",28841a871637c452a91c782c47ef786a5a9fee2a0528fb8a68bc2298e583c640,,,,DEFAULT,DEFAULT,,
xn--pgbr5db3y,پوسته,,,,,,"Persian for ""shell""",9ced5f2271f8743ae5e3d7d969e04338e452d196c6779884e372250e22fe1ad4,,,,DEFAULT,DEFAULT,,
xn--mgbqn6ef14ags,پیشنهاد,,,,,,"Persian for ""proposal""",b7a117efd421bca6c59708fcbaefa0ffa14cc101b63194ecc2b172ec3317fefa,,,,DEFAULT,DEFAULT,,
